time,0#0,0#1,0#2,0#3,0#4,1#0,1#1,1#2,1#3,1#4,2#0,2#1,2#2,2#3,2#4,3#0,3#1,3#2,3#3,3#4,4#0,4#1,4#2,4#3,4#4,myVelocity,myHeading,myX,myY,mySection,averageEnemyDistance,gotHit
511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.740780457586559,189.3213776390863,320.28195771972577,495.7177940638512,2#4,479.7963726814814,0
535,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,180.0,320.0,427.0,2#3,383.7420565067328,0
558,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,106.9391784630236,358.2322086294975,406.1325555422851,2#3,441.8657274928728,0
591,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,106.93917846302185,490.0,366.0,3#3,387.1278101600733,0
623,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,109.70529117155225,612.3871233782116,322.1663139673783,3#2,410.0586278300103,0
657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.0,109.7052911715524,712.1797009019842,286.42500074077896,4#2,372.7512357698451,0
675,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,107.0049148542562,729.0,280.0,4#2,443.1519544982951,0
705,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,60.27102953476743,599.2554644764297,210.11752540543813,3#1,457.6421841935247,0
729,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.9999999999999805,61.17072672871658,508.8590935422116,158.76698005894838,3#1,488.71715901172,0
760,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.0,61.17072672871653,401.9797210188646,99.93841787172803,2#0,466.3976252746693,0
784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.0,58.28063411164862,399.3603295615427,97.60718576555158,2#0,454.1897392868131,1
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-1.5379351011654,306.37064012289983,242.36057165808725,383.35352128212287,1#3,424.16941426994657,1
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.666389951156301,309.4150776371491,255.90341812683067,234.5564164200593,1#1,521.997191549174,1
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-8.0,291.70882519359543,403.15571933656906,180.694483322284,2#1,380.6584595156996,1
547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,39.60816963065883,560.8791620056032,190.4689168200323,3#1,56.93856338194704,1
615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,4.875328344600737,677.0849878873345,336.9963819844851,4#2,89.49860334105779,1
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,10.0,675.8263518223331,394.0151922469878,4#3,203.1994094479608,0
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-8.0,81.5550086298155,581.460322957529,355.04595803071106,3#2,99.62429422585636,0
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8.0,81.55500862981545,462.7614449612267,337.422781176949,2#2,260.3247971285102,0
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.872688173044372,81.5550086298155,313.5246215743404,315.2656472929818,1#2,307.46707140765494,0
744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.0,80.81319097197789,229.72534073342015,297.8531105747391,1#2,453.86451722953626,0
768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,117.99363365779334,275.356581095325,284.7044680659154,1#2,379.8157448026608,0
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,117.11244642795572,385.2846111272905,227.2542791028272,2#1,257.1089263327899,0
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,126.0273733851036,501.0873608430319,159.11828302324955,3#1,124.23365083583433,1
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-4.0,184.22944151941832,548.833615512806,134.00507509485982,3#1,190.9240686765291,0
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.0,203.4794415194144,561.0426454844226,287.80372535389154,3#2,90.69729874698584,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.0,207.3774038169819,620.3632457334143,402.35531367155454,3#3,139.31618714277246,0
931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5.0,207.37740381698188,658.5307637230759,476.05904879067066,4#3,272.5472436110848,0
961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,261.3450967919491,608.7519411849117,482.7291412148377,3#4,213.3963448609184,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,261.3450967919492,482.2095237630623,463.4673502016802,3#3,325.5042242429428,0
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,258.2172164573089,388.6917816375433,444.7651212249141,2#3,305.48322376196046,0
20,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2077127103097814,81.19861007660113,438.0,184.0,2#1,267.0802826226255,0
49,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,124.4692343900521,458.1717038832116,166.2931643040203,2#1,249.184080458356,1
99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,129.90247335930118,635.8247099735509,18.0,3#0,431.288391562001,0
122,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-5.815277272331348,148.8599903766356,591.9117350561427,86.18077356381221,3#0,424.9418514542972,0
153,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,147.73222382318025,528.6719125977552,186.54853149257255,3#1,349.5880592943898,0
182,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-5.0,147.73222382318025,461.4034257598541,293.08937191791887,2#2,263.6436420017231,0
207,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,177.73222382317994,416.03956982748485,364.0007831923187,2#3,183.97056886472944,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,189.32547674627924,402.0,278.0,2#2,231.95636123429315,0
266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,231.90513554187933,362.21806985441134,245.0351353296232,2#2,319.33716815806923,0
292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.0,229.7078522443723,408.83168105014494,284.3138165425142,2#2,258.75977129769564,0
343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-4.0,221.37851529588264,493.3067567974865,379.2941563647145,3#3,184.19012858440436,1
351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-8.0,221.3785152958826,531.6465282954883,422.8149780651489,3#3,181.66195806156543,1
359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.0,221.37851529588264,566.0201165350761,461.83364579657285,3#3,208.40609769174705,1
422,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6535887681281762,269.13364170250645,631.0303852020359,433.57384288950726,3#3,270.06505745705783,1
445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0853948413468544,307.4991328482542,669.9068926511419,403.0845563424732,4#3,298.9151156130604,1
484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,278.74913284825664,723.6805373708206,354.1690842702285,4#2,246.33877832644887,1
526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,246.3815459005075,555.4552325719815,294.99365802885086,3#2,249.9015439126653,0
547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0,246.3815459005075,445.50718428838536,246.9163590341276,2#2,238.89818201564825,0
574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0,246.3815459005075,334.6429022690925,198.43841588111496,2#1,329.39736113838666,0
599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-4.0,247.7135373231739,245.7500986839237,159.61874574594063,1#1,370.05228267088575,0
630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-4.999999999999985,265.92698955194777,323.96211527408417,168.06541378112675,2#1,240.0,0
647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-5.0,265.9269895519478,411.7398582153784,174.31584129707034,2#1,188.904737897174,0
678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,265.92698955194777,592.2827158559951,187.17183425599967,3#1,357.64367742209566,0
695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,252.30420120881948,616.3803247886843,184.97196642242272,3#1,337.12460604352214,0
719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,252.30420120881948,476.3358103202097,140.28937509997263,2#1,230.08259386576813,0
16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,265.1104353300832,666.345345744423,417.1299255538752,4#3,399.0553512061177,0
43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,264.9794282847703,567.0613865420706,408.5997853597707,3#3,351.7383448456346,0
84,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,264.9794282847704,319.0167146030446,386.8089450212016,1#3,318.2617892761089,1
115,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.861848716891659,268.9468024173428,258.1382968837395,380.9841585911393,1#3,370.9620841766727,1
148,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,200.733215481146,309.0382033541426,501.2501822595096,1#4,359.038467365554,0
184,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.0,202.42586192135207,335.981821031032,567.8405663444239,2#4,432.0230002536089,0
207,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,129.4258619213498,366.2731774189663,545.484448255628,2#4,399.8258213849072,0
232,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,111.02631365527972,483.6615744622808,495.3496407808594,3#4,385.9353170347768,0
253,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9292655611477993,118.3007557660064,541.7374010117638,471.8337071475118,3#3,401.6970923713861,1
296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.0,178.31531568210394,584.4708170711658,492.9922195803583,3#4,409.1427433023559,1
326,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,148.01769610156697,601.0602778454337,479.7221230205386,3#3,391.108029928418,0
349,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,148.97115119844904,653.0470560279953,393.80960053673954,4#3,412.1875558293677,0
377,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,148.97115119844904,710.7796511132358,297.8359194323682,4#2,408.76529321291554,0
413,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,180.0,757.0,221.0,4#1,412.13046027666,0
440,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-6.0,101.42687794528054,654.2075838935253,266.7775366776502,4#2,317.6050097497677,0
471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-4.0,108.47981629966549,559.5156462608329,287.16970568828555,3#2,321.91959652708147,0
495,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,108.47981629966544,417.2503401733286,334.71529101256914,2#2,308.329836830058,0
518,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8.0,108.47981629966544,352.7567347469933,356.26928969291106,2#2,271.1749443065614,1
558,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-6.705745255037291,108.4798162996654,193.69867353805387,409.427075162217,1#3,430.68624840583743,0
582,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-4.0,206.22022218909683,193.08718441596977,435.5069263221504,1#3,497.0656757209443,0
606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.4999999999999964,203.08513367280835,228.91949464365945,512.6572758947394,1#4,485.6243659672291,0
630,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,128.83513367280574,257.99222797996924,519.5377570497757,1#4,398.7561354914389,1
656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,45.727033797236246,368.71602218645273,526.698077523279,2#4,283.7397080525133,1
687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-6.0,21.71506980385793,331.37524091329146,435.13961311299687,2#3,258.3719265273149,0
730,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.10062509844869,267.59949592737604,275.77532663763554,1#2,163.37398678486392,1
742,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.999999999999998,49.85062509844874,279.1458363593714,298.2828251780522,1#2,154.89635061120248,1
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,62.646670176672586,362.4602665392121,341.7789772470624,2#2,257.5924953431171,0
796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,62.64667017667261,483.2540991264511,404.2677763144641,3#3,244.8983371341377,0
20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-8.0,325.40139054277535,437.6999972329497,269.9647111000271,2#2,289.7877039028726,0
42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-2.0,317.3632466410388,499.032044037416,181.79301177393225,3#1,295.0002627188356,0
74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8.0,317.3632466410388,602.6662899456355,69.23661224447537,3#0,452.5725708390257,0
120,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,50.34458225882154,683.6469045592354,55.44487962290776,4#0,530.4813014890664,1
135,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,46.66833744829326,706.5465428725853,75.17598384206148,4#0,541.003984170406,1
162,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.767628372253007,753.0,119.0,4#0,560.3168183264489,0
190,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.213940854523897,300.020588446892,664.3483304119081,198.17608854963012,4#1,449.5843299182064,0
214,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,310.8791820492464,596.2687861967663,254.702824851186,3#2,449.20696137119694,0
259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,310.8791820504189,470.0,364.0,2#3,441.3260724995296,1
275,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.0,321.7360112141194,486.720712989474,342.80052460263136,3#2,379.7491544613268,1
282,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8.0,321.7360112141194,520.7814246346985,299.6164080524359,3#2,369.42087288911006,1
298,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8.0,321.7360112141193,565.3699926066288,243.0844736594527,3#2,405.6039971105468,1
310,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,321.8013148239816,583.2367807226897,220.428257831582,3#1,429.4948238714539,1
322,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.155218370325024,321.8013148239816,627.3344674663955,164.38744759478902,3#1,482.0171733549116,1
326,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,321.80131482398014,630.0,161.0,3#1,483.1733672573389,1
348,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8.0,338.2945632538945,649.2314158494281,112.6869309148512,4#0,469.103383401794,0
392,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,346.3146114778081,682.2761310798278,33.051835630444,4#0,489.3343823322932,1
417,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.9761969838327783e-14,346.31461147781005,665.0,104.0,4#0,433.1902354609513,1
463,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,38.168950813025056,651.605954271335,242.9720020634315,4#2,363.4681910183046,0
487,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,36.79985394050121,688.671693768726,290.4821786083039,4#2,354.4926532347956,1
518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.60088678574887,781.5494272896374,414.1075607990854,4#3,464.5004690427392,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-5.0,93.06954304677274,651.5386318168302,399.87374903479054,4#3,296.1363071595038,1
599,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,70.66140248971801,724.025248796674,436.2688995160157,4#3,459.3655110427072,0
615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,70.90650799951432,775.4498607344026,454.27110563883167,4#3,565.2052724453303,0
647,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,23.27121619691411,753.5980201442371,388.9507003118461,4#3,674.5205704795073,0
663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,21.26175958704288,730.7480546610378,335.6427147060153,4#2,581.3157489695252,0
696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.255361548986141,259.22649696369075,636.5939457043992,402.8255451658605,3#3,559.0080500314821,0
718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,299.2294474844496,589.3081369775294,416.85820923272223,3#3,565.6801216235197,0
743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,299.2294474844497,456.66211095914224,491.0810613843972,2#4,331.1223338888514,0
765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,22.229447484449032,424.14400751017575,463.6235423728209,2#3,219.4288039433292,0
791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,3.905699491421628,389.9318854651365,470.0023224919142,2#3,143.93401265857906,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-8.0,50.16428067101493,333.4721949614972,414.7095450100407,2#3,172.40939649566667,0
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.0,50.1642806710148,176.82379425298325,284.0294831969823,1#2,390.26657556085945,0
18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,60.76148677060645,332.59169755940513,171.70820714572693,2#1,219.08314739710136,0
47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5223796132059566,46.52396678215847,352.2683054978216,172.9043422734784,2#1,315.6631384443429,0
75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,47.34003207782816,395.8932503833772,212.60101702575477,2#1,324.4511520955025,0
107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,47.3400320778281,522.3800276927125,329.1561334552731,3#2,366.1149263551872,0
136,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-6.0,352.6647214687297,528.9974490100395,260.6899651455008,3#2,342.6672756174216,0
159,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7.0,352.6647214687297,545.2122146748906,134.72933092022404,3#1,380.2846531114128,0
187,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.724168218868271,353.4180553448219,554.3754892958216,61.41242610287976,3#0,422.2656529464696,1
191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,555.0,56.0,3#0,422.4866272076444,1
224,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,356.0872785931795,548.1763194739134,155.76691527795134,3#1,415.7638642494064,0
240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,356.08727859317963,539.3055347900009,285.463905139288,3#2,452.1294463915525,0
281,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,356.08727859317963,530.7759341323934,410.17254923672704,3#3,495.7632969306193,0
306,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.031219541881427,356.4236656250023,522.3801119814824,537.9182082962813,3#4,607.9130082333546,0
331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8.0,37.78905687710513,496.2214190885486,501.1440208884811,3#4,544.7324273278151,0
354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-4.46580857794928,37.78905687710504,425.79636637717937,410.3167751267005,2#3,462.6622322814055,1
388,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,37.234833981574674,358.6510071063759,322.0144830347051,2#2,316.4691330278965,1
413,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5.0,37.234833981574646,287.25118153741613,228.0673441281791,1#1,315.23659463558687,0
435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,19.25929164376716,292.27749989811883,243.1045686739263,1#2,328.64118243789903,1
460,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,19.25929164376716,332.5184366212749,358.2769048126144,2#2,342.89159816113147,0
486,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,19.35078913787121,367.53186007631547,458.1585168274746,2#3,385.3298225808874,0
528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.0,305.75,422.1226926087188,541.4833799862747,2#4,401.8490239812615,1
570,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-7.0,312.9686029140876,536.2175659584061,438.9453012250465,3#3,354.2765240831489,0
593,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7.0,312.9686029140875,635.732480795202,346.2480427703049,3#2,444.6873835695131,0
624,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,709.0,278.0,4#2,477.0873365601972,1
630,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,311.25,692.0472864201624,298.3829472448636,4#2,472.6686234261071,1
682,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,264.97921541993685,477.2127511649381,283.0599847989396,2#2,250.82158510379043,0
704,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,270.4335857821728,396.0431560159837,278.7953470240359,2#2,255.3021991412226,1
729,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,291.56513718816257,359.98491176999494,283.2076983979349,2#2,273.61518455578323,0
753,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8669005930978946,291.56513718816245,234.0,333.0,1#2,279.6093559542766,0
776,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,291.8494915675493,115.14077500597304,380.4646760655487,0#3,223.02277832172012,0
800,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,320.458116876782,34.0,413.0,0#3,355.99051984287155,0
